OBJECTID,PROJECT_NAME,STATION_NAME,ACTIVITY_NO,ACTIVITY_END_DATE,ECOREGION_NAME,HUC_CD,WATERBODY_NAME,LATITUDE_MEASURE,LONGITUDE_MEASURE,UTM_EAST,UTM_NORTH,STATION_DESC,STATION_ALT_NAME,FIX_STA_NAME,STATION_TYPE_NAME,COUNTY_NAME,HUC_LEVEL,HUC_NAME,ECOREGION_CD,SUBSTANCE_NAME,ANALYTICAL_METHOD_NAME,CAS_QUALIFIER_NAME,LAB_RESULT,LAB_RESULT_TEXT,LAB_REPORT_LIMIT,REPORT_UNIT,LAB_DILUTION_MULTIPLIER,QA_FLAGS
173,2011 Fixed Station Monitoring,WEU040-0001,AB02344,1/6/2011 9:10:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.600000000000000,.6,0.300000000000000,mg/L,1.000000000000000,
174,2011 Fixed Station Monitoring,WEU040-0001,AB02344,1/6/2011 9:10:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,5.400000000000000,5.4,0.100000000000000,mg/L,1.000000000000000,
175,2011 Fixed Station Monitoring,WEU040-0001,AB02344,1/6/2011 9:10:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.110000000000000,.11,0.030000000000000,mg/L,1.000000000000000,
176,2011 Fixed Station Monitoring,WEU040-0001,AB02592,2/3/2011 9:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,349.000000000000000,349,10.000000000000000,mg/L,1.000000000000000,
177,2011 Fixed Station Monitoring,WEU040-0001,AB02592,2/3/2011 9:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,23.000000000000000,23,4.000000000000000,mg/L,1.000000000000000,
178,2011 Fixed Station Monitoring,WEU040-0001,AB02592,2/3/2011 9:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,306.000000000000000,306,10.000000000000000,mg/L,1.000000000000000,
179,2011 Fixed Station Monitoring,WEU040-0001,AB02592,2/3/2011 9:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
180,2011 Fixed Station Monitoring,WEU040-0001,AB02592,2/3/2011 9:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.800000000000000,.8,0.300000000000000,mg/L,1.000000000000000,
181,2011 Fixed Station Monitoring,WEU040-0001,AB02592,2/3/2011 9:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,4.100000000000000,4.1,0.100000000000000,mg/L,1.000000000000000,
182,2011 Fixed Station Monitoring,WEU040-0001,AB02592,2/3/2011 9:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.140000000000000,.14,0.030000000000000,mg/L,1.000000000000000,
183,2011 Fixed Station Monitoring,WEU040-0001,AB02826,3/17/2011 13:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,368.000000000000000,368,10.000000000000000,mg/L,1.000000000000000,
184,2011 Fixed Station Monitoring,WEU040-0001,AB02826,3/17/2011 13:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,35.000000000000000,35,4.000000000000000,mg/L,1.000000000000000,
185,2011 Fixed Station Monitoring,WEU040-0001,AB02826,3/17/2011 13:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,313.000000000000000,313,10.000000000000000,mg/L,1.000000000000000,
186,2011 Fixed Station Monitoring,WEU040-0001,AB02826,3/17/2011 13:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
187,2011 Fixed Station Monitoring,WEU040-0001,AB02826,3/17/2011 13:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
188,2011 Fixed Station Monitoring,WEU040-0001,AB02826,3/17/2011 13:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,4.400000000000000,4.4,0.100000000000000,mg/L,1.000000000000000,
189,2011 Fixed Station Monitoring,WEU040-0001,AB02826,3/17/2011 13:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.100000000000000,.1,0.030000000000000,mg/L,1.000000000000000,
190,2011 Fixed Station Monitoring,WEU040-0001,AB03020,4/18/2011 17:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,365.000000000000000,365,10.000000000000000,mg/L,1.000000000000000,
191,2011 Fixed Station Monitoring,WEU040-0001,AB03020,4/18/2011 17:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,33.000000000000000,33,4.000000000000000,mg/L,1.000000000000000,
192,2011 Fixed Station Monitoring,WEU040-0001,AB03020,4/18/2011 17:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,313.000000000000000,313,10.000000000000000,mg/L,1.000000000000000,
193,2011 Fixed Station Monitoring,WEU040-0001,AB03020,4/18/2011 17:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
194,2011 Fixed Station Monitoring,WEU040-0001,AB03020,4/18/2011 17:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.600000000000000,.6,0.300000000000000,mg/L,1.000000000000000,
195,2011 Fixed Station Monitoring,WEU040-0001,AB03020,4/18/2011 17:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,4.000000000000000,4,0.100000000000000,mg/L,1.000000000000000,
196,2011 Fixed Station Monitoring,WEU040-0001,AB03020,4/18/2011 17:40:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.120000000000000,.12,0.030000000000000,mg/L,1.000000000000000,
197,2011 Fixed Station Monitoring,WEU040-0001,AB03403,5/12/2011 8:00:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,368.000000000000000,368,10.000000000000000,mg/L,1.000000000000000,
198,2011 Fixed Station Monitoring,WEU040-0001,AB03403,5/12/2011 8:00:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,37.000000000000000,37,4.000000000000000,mg/L,1.000000000000000,
199,2011 Fixed Station Monitoring,WEU040-0001,AB03403,5/12/2011 8:00:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,316.000000000000000,316,10.000000000000000,mg/L,1.000000000000000,
200,2011 Fixed Station Monitoring,WEU040-0001,AB03403,5/12/2011 8:00:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
201,2011 Fixed Station Monitoring,WEU040-0001,AB03403,5/12/2011 8:00:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.500000000000000,.5,0.300000000000000,mg/L,1.000000000000000,
202,2011 Fixed Station Monitoring,WEU040-0001,AB03403,5/12/2011 8:00:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,3.500000000000000,3.5,0.100000000000000,mg/L,1.000000000000000,
203,2011 Fixed Station Monitoring,WEU040-0001,AB03403,5/12/2011 8:00:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.080000000000000,.08,0.030000000000000,mg/L,1.000000000000000,
204,2011 Fixed Station Monitoring,WEU040-0001,AB03798,6/14/2011 8:20:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,386.000000000000000,386,10.000000000000000,mg/L,1.000000000000000,
205,2011 Fixed Station Monitoring,WEU040-0001,AB03798,6/14/2011 8:20:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,33.000000000000000,33,4.000000000000000,mg/L,1.000000000000000,
206,2011 Fixed Station Monitoring,WEU040-0001,AB03798,6/14/2011 8:20:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,321.000000000000000,321,10.000000000000000,mg/L,1.000000000000000,
207,2011 Fixed Station Monitoring,WEU040-0001,AB03798,6/14/2011 8:20:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
208,2011 Fixed Station Monitoring,WEU040-0001,AB03798,6/14/2011 8:20:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.700000000000000,.7,0.300000000000000,mg/L,1.000000000000000,
209,2011 Fixed Station Monitoring,WEU040-0001,AB03798,6/14/2011 8:20:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,3.000000000000000,3,0.100000000000000,mg/L,1.000000000000000,
210,2011 Fixed Station Monitoring,WEU040-0001,AB03798,6/14/2011 8:20:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.110000000000000,.11,0.030000000000000,mg/L,1.000000000000000,
211,2011 Fixed Station Monitoring,WEU040-0001,AB04107,7/7/2011 7:15:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,395.000000000000000,395,10.000000000000000,mg/L,1.000000000000000,
212,2011 Fixed Station Monitoring,WEU040-0001,AB04107,7/7/2011 7:15:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,26.000000000000000,26,4.000000000000000,mg/L,1.000000000000000,
213,2011 Fixed Station Monitoring,WEU040-0001,AB04107,7/7/2011 7:15:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,343.000000000000000,343,10.000000000000000,mg/L,1.000000000000000,
214,2011 Fixed Station Monitoring,WEU040-0001,AB04107,7/7/2011 7:15:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
215,2011 Fixed Station Monitoring,WEU040-0001,AB04107,7/7/2011 7:15:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.600000000000000,.6,0.300000000000000,mg/L,1.000000000000000,
216,2011 Fixed Station Monitoring,WEU040-0001,AB04107,7/7/2011 7:15:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,2.600000000000000,2.6,0.100000000000000,mg/L,1.000000000000000,
217,2011 Fixed Station Monitoring,WEU040-0001,AB04107,7/7/2011 7:15:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.080000000000000,.08,0.030000000000000,mg/L,1.000000000000000,
218,2011 Fixed Station Monitoring,WEU040-0001,AB04599,8/2/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,440.000000000000000,440,10.000000000000000,mg/L,1.000000000000000,
219,2011 Fixed Station Monitoring,WEU040-0001,AB04599,8/2/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,35.000000000000000,35,4.000000000000000,mg/L,1.000000000000000,
220,2011 Fixed Station Monitoring,WEU040-0001,AB04599,8/2/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,381.000000000000000,381,10.000000000000000,mg/L,1.000000000000000,
221,2011 Fixed Station Monitoring,WEU040-0001,AB04599,8/2/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
222,2011 Fixed Station Monitoring,WEU040-0001,AB04599,8/2/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.700000000000000,.7,0.300000000000000,mg/L,1.000000000000000,
223,2011 Fixed Station Monitoring,WEU040-0001,AB04599,8/2/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.200000000000000,1.2,0.100000000000000,mg/L,1.000000000000000,
224,2011 Fixed Station Monitoring,WEU040-0001,AB04599,8/2/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.080000000000000,.08,0.030000000000000,mg/L,1.000000000000000,
225,2011 Fixed Station Monitoring,WEU040-0001,AB05217,9/7/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total (TS)",SM2540B,Total,397.000000000000000,397,10.000000000000000,mg/L,1.000000000000000,
226,2011 Fixed Station Monitoring,WEU040-0001,AB05217,9/7/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Suspended Total, (TSS)",SM2540D,Total,10.000000000000000,10,4.000000000000000,mg/L,1.000000000000000,
227,2011 Fixed Station Monitoring,WEU040-0001,AB05217,9/7/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Solids, Total Dissolved (TDS)",SM2540C,Dissolved,374.000000000000000,374,10.000000000000000,mg/L,1.000000000000000,
228,2011 Fixed Station Monitoring,WEU040-0001,AB05217,9/7/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Ammonia",350.1,Total,-1.000000000000000,<.1,0.100000000000000,mg/L,1.000000000000000,
229,2011 Fixed Station Monitoring,WEU040-0001,AB05217,9/7/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,TKN,351.2,Total,0.400000000000000,.4,0.300000000000000,mg/L,1.000000000000000,
230,2011 Fixed Station Monitoring,WEU040-0001,AB05217,9/7/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Nitrogen, Nitrate+Nitrite",353.1,Total,1.100000000000000,1.1,0.100000000000000,mg/L,1.000000000000000,
231,2011 Fixed Station Monitoring,WEU040-0001,AB05217,9/7/2011 8:30:00,Eastern Corn Belt Plains,'051202060502',East Fork White River,38.987009470493803,-85.898372064755193,"595,410.574000000020000","4,315,912.122999999700000","CR 725 N, above Seymour Waterworks Dam at boat ramp",CR 725 N,EW-168,River,Jackson,12,Heddy Run-East Fork White River,55,"Phosphorus, Total",365.1,Total,0.050000000000000,.05,0.030000000000000,mg/L,1.000000000000000,
